"agecat_cdc","sex_cdc","year_cdc","allcause","sncause","smncause","cardcause","pulcause","extcause","othcause"
1,1,1975,14.5037004533663,0.0468941816044174,0.0374036924701901,0.226655211088018,0.593992966989287,0.420931106306318,13.2152269873782
1,1,1976,14.5037004533663,0.0468941816044174,0.0374036924701901,0.226655211088018,0.593992966989287,0.420931106306318,13.2152269873782
1,1,1977,14.5037004533663,0.0468941816044174,0.0374036924701901,0.226655211088018,0.593992966989287,0.420931106306318,13.2152269873782
1,1,1978,14.5037004533663,0.0468941816044174,0.0374036924701901,0.226655211088018,0.593992966989287,0.420931106306318,13.2152269873782
1,1,1979,14.5037004533663,0.0468941816044174,0.0374036924701901,0.226655211088018,0.593992966989287,0.420931106306318,13.2152269873782
1,1,1980,13.9284125798331,0.0550572811635007,0.0356252995763828,0.248297542502062,0.546794370770845,0.440998026574314,12.6372653588223
1,1,1981,13.1443143798326,0.0435420196616409,0.027415345712885,0.223085656291123,0.481112439471217,0.367688166031634,12.028886098377
1,1,1982,12.7662440419245,0.050379810741612,0.0355310244177685,0.240232150167897,0.429023861999622,0.415766017067619,11.6308422019477
1,1,1983,12.312166955321,0.0530673746604894,0.0375223861235784,0.288386339064074,0.45026863348294,0.358606804523913,11.1618378035896
1,1,1984,11.896312297485,0.0500135675103353,0.0319235537300012,0.278799035908677,0.409153546972849,0.329344662647846,10.8290014844452
1,1,1985,11.907781344545,0.0404567882600625,0.0290458992636346,0.271786628824009,0.40301185228293,0.320023568672545,10.8725025065055
1,1,1986,11.5457267719137,0.0467564529100177,0.027534355602566,0.292487588759333,0.414054366325379,0.350153880681688,10.4422744832373
1,1,1987,11.1718558206353,0.0394638452238241,0.026138390992403,0.279322021389404,0.358762229307492,0.364399921482324,10.1299078032322
1,1,1988,10.9901799019588,0.0359564208179686,0.0229721577448133,0.242705840521288,0.358066023978937,0.354070866110274,9.99938075053036
1,1,1989,10.8050775795003,0.0381736563114584,0.0241605419692775,0.205364606738858,0.342596485124354,0.35612638862715,9.86281644269845
1,1,1990,10.2634662208646,0.0370979974125321,0.0225405553898929,0.207560947548597,0.322611699017842,0.336699546136525,9.35949603074908
1,1,1991,9.9965834220787,0.0352126415286474,0.0209372463143309,0.188435216828978,0.302162532036366,0.375918740643668,9.09485429104105
1,1,1992,9.38717072259362,0.0413045117494526,0.0249748210578085,0.183949162791167,0.326593813832881,0.320830393588771,8.51449284063135
1,1,1993,9.25343398112415,0.0419745409766695,0.027332259240622,0.179123913237648,0.303095231936183,0.358735902533164,8.37050439244049
1,1,1994,8.80752342665761,0.0301593650514267,0.0138436429744254,0.182439437770106,0.301593650514267,0.350046400924755,7.94328457239706
1,1,1995,8.32617445294048,0.0395721201890445,0.0180328648962735,0.172314042342169,0.252961021461614,0.313070571115859,7.5482566978318
1,1,1996,8.02067842932358,0.0346650054258269,0.021602829468269,0.168301113299305,0.262750693300109,0.324042442024034,7.2309191752743
1,1,1997,7.95126501060639,0.0382756613127746,0.0226632205141429,0.175765865765241,0.25231718839079,0.326854002526194,7.15805229261139
1,1,1998,7.82956098214219,0.0357106544225414,0.02132719639124,0.154746169164346,0.231623272435095,0.326355702917114,7.08112518320309
1,1,1999,8.04984876306763,0.0339569230705908,0.0185219580385041,0.13891468528878,0.195509557073098,0.383301631630154,7.29816596600501
1,1,2000,8.06457819505935,0.0420724909018238,0.0256539578669658,0.133400580908222,0.189326209058207,0.381217813903111,7.31856110028798
1,1,2001,7.5506658607159,0.0278082286012022,0.0151237734497766,0.118550869299862,0.198560509485777,0.391266655055512,6.81447959827355
1,1,2002,7.78639023998748,0.0356696632486542,0.020807303561715,0.132275001213759,0.192219851951081,0.384935115891727,7.04129060768226
1,1,2003,7.8210262748514,0.0324605542787191,0.0167221037193401,0.121481165255206,0.207058990171829,0.394444917144435,7.06558064800121
1,1,2004,7.65968727735592,0.0350870011432515,0.0180308200319487,0.11110883695363,0.178358922478195,0.410322985591913,6.92480953118894
1,1,2005,7.82239290603019,0.0327194609004884,0.0219757573212236,0.0962049820506898,0.19240996410138,0.407284035686676,7.09377446329096
1,1,2006,7.73543083881017,0.0348530050309345,0.0188787110584228,0.0905209991775659,0.200888848442192,0.453089065402148,6.95607892075733
1,1,2007,7.68242035141191,0.0297055472987756,0.0183891483278134,0.111749439838251,0.183419966654344,0.464915391057027,6.89263000656351
1,1,2008,7.42660838753161,0.0350736499251604,0.0227504756271311,0.102851108564322,0.159253329389918,0.472546337505202,6.65688396214701
1,1,2009,7.25047421809042,0.0361961203628612,0.0215220175130526,0.104675266995301,0.174621823912722,0.471527838240516,6.46345316857902
1,1,2010,6.80244415363137,0.0278015525181256,0.0153901451439624,0.0978018901084062,0.172766790648352,0.444328383995043,6.05974553636144
1,1,2011,6.52098389693254,0.0362086597413527,0.0190829422961183,0.0792676064607992,0.172235786877786,0.422760567790929,5.81051127606167
1,1,2012,6.51497616447947,0.0322302649129436,0.0168589078006166,0.0961949445094008,0.140821465158092,0.45023200832235,5.79549748157668
1,1,2013,6.50509464097025,0.0292553231052096,0.0148755880195981,0.0872701163816421,0.150739291931927,0.449242758191862,5.78858715135961
1,1,2014,6.38598275298992,0.0203185855092804,0.0109026556391261,0.0862300946003607,0.137274346001724,0.426194720438564,5.71596500643999
1,1,2015,6.39171671251132,0.0255511430696947,0.0152324122146257,0.0746879566652614,0.159203276049636,0.469256569837662,5.66301776688906
1,1,2016,6.33693150085841,0.0305346819812872,0.0177298153439732,0.0719042511172246,0.164000791931752,0.460975198943303,5.60951657688485
1,1,2017,6.33693150085841,0.0305346819812872,0.0177298153439732,0.0719042511172246,0.164000791931752,0.460975198943303,5.60951657688485
2,1,1975,0.71035123007891,0.0529166021971221,0.0490484295218939,0.0213523131672598,0.049203156428903,0.342101191397184,0.244777966888442
2,1,1976,0.71035123007891,0.0529166021971221,0.0490484295218939,0.0213523131672598,0.049203156428903,0.342101191397184,0.244777966888442
2,1,1977,0.71035123007891,0.0529166021971221,0.0490484295218939,0.0213523131672598,0.049203156428903,0.342101191397184,0.244777966888442
